Date,Product_ID,Product_Name,Product_Category,Model_Series,Units_Sold,Revenue_INR,Region,State,City,Online_Offline,Store_Name,Discount_Percent,Stock_Available,Review_ID,Platform,Customer_ID,Sentiment_Label,Star_Rating,Return_Product,Return_Reason,Keywords_Extracted,Review_Text,Helpfulness_Votes
2025-05-05,EBR-1001,Galaxy Buds 1,Earbuds,Galaxy Buds,473,11754523,West,Gujarat,Ahmedabad,Offline,Reliance Digital,5,161,R78070,,C42517,Positive,5,,,noise cancel,Property let unit military author daughter most. positive experience with noise cancel.,22
2024-11-17,SPK-1001,Speaker Sound Tower 1,Speaker,Sound Tower,511,4456942,East,Bihar,Patna,Offline,Reliance Digital,20,161,R74655,,C66402,Positive,5,,,sound,Again near contain item outside traditional soon pass. positive experience with sound.,9
2025-04-04,PHN-1004,Galaxy M 4,Smartphone,Galaxy M,467,24443247,North,Delhi,New Delhi,Online,,10,13,R78896,Samsung.com,C38065,Positive,5,No,,display,Field memory to rich win. positive experience with display.,19
2024-08-26,MON-1002,Desktop Monitor ViewFinity 2,Desktop Monitor,ViewFinity,210,920220,South,Telangana,Hyderabad,Offline,Samsung Store,10,111,R51457,,C17242,Positive,4,,,stand,Reach program them. positive experience with stand.,37
2025-07-14,SSD-1005,SSD EVO Series 5,SSD,EVO Series,741,18590949,East,West Bengal,Kolkata,Online,,10,116,R42143,Samsung.com,C56280,Positive,4,No,,fast,There head material look wait discussion. positive experience with fast.,34
2025-03-18,LPT-1004,Galaxy Book 4,Laptop,Galaxy Book,662,22768166,Central,Chhattisgarh,Raipur,Offline,Vijay Sales,15,177,R68374,,C98963,Positive,5,,,screen,Treatment new machine son resource. positive experience with screen.,45
2025-01-08,LED-T-1002,LED TV T Series 2,LED TV,T Series,453,1368966,West,Maharashtra,Pune,Online,,10,7,R54533,Flipkart,C44846,Positive,4,No,,display,Cultural also green. positive experience with display.,78
2024-11-17,PHN-1003,Galaxy M 3,Smartphone,Galaxy M,461,4439891,North,Uttar Pradesh,Kanpur,Offline,Sangeetha,0,60,R45085,,C95719,Positive,5,,,charging,Writer sea production news rest school head. positive experience with charging.,23
2024-12-08,SPK-1003,Speaker Sound Tower 3,Speaker,Sound Tower,304,6636928,Central,Chhattisgarh,Raipur,Online,,15,45,R64749,Amazon,C42048,Positive,4,No,,bass,Town around culture through building season. positive experience with bass.,14
2025-01-14,FRZ-1005,Refrigerator Smart Fridge 5,Refrigerator,Smart Fridge,530,1280480,South,Andhra Pradesh,Vijayawada,Online,,0,104,R43277,Flipkart,C92207,Positive,4,Yes,Realize capital everyone table fact.,cooling,Seem kind say experience. positive experience with cooling.,48
2025-04-06,MON-1004,Desktop Monitor ViewFinity 4,Desktop Monitor,ViewFinity,494,10543442,West,Maharashtra,Nagpur,Online,,5,58,R44044,Samsung.com,C32245,Positive,5,Yes,Everyone sell dinner.,color,Whatever short provide skin find actually these two. positive experience with color.,84
2024-08-19,KYB-1003,Keyboard Samsung Keys 3,Keyboard,Samsung Keys,751,35042411,East,Bihar,Patna,Online,,0,106,R29537,Samsung.com,C83418,Neutral,3,No,,typing,Baby rise senior especially. neutral experience with typing.,90
2024-08-07,MSE-1003,Mouse Samsung Mouse 3,Mouse,Samsung Mouse,242,12162436,North,Punjab,Ludhiana,Offline,UniverCell,5,111,R49051,,C20350,Neutral,3,,,scroll,May act human unit country. neutral experience with scroll.,53
2024-10-21,MSE-1003,Mouse Samsung Mouse 3,Mouse,Samsung Mouse,366,19317846,South,Telangana,Hyderabad,Offline,UniverCell,0,7,R59464,,C75927,Positive,4,,,sensor,Customer represent population join appear deep contain boy. positive experience with sensor.,54
2024-11-08,MSE-1005,Mouse Samsung Mouse 5,Mouse,Samsung Mouse,730,21677350,North,Punjab,Amritsar,Offline,Croma,5,200,R27722,,C57132,Neutral,3,,,sensor,Smile laugh tough appear people write color. neutral experience with sensor.,72
2024-08-24,TAB-1001,Galaxy Tab 1,Smart Tablet,Galaxy Tab,710,37527760,West,Maharashtra,Mumbai,Online,,0,68,R32220,Amazon,C39172,Positive,4,Yes,Week success remember boy read.,display,Nearly great question boy music believe. positive experience with display.,38
2025-05-26,LPT-1003,Galaxy Book 3,Laptop,Galaxy Book,376,13190832,North,Punjab,Amritsar,Online,,0,76,R96213,Flipkart,C61872,Positive,5,No,,screen,Reflect per eat peace such bank above. positive experience with screen.,16
2025-06-12,MON-1001,Desktop Monitor ViewFinity 1,Desktop Monitor,ViewFinity,71,965032,West,Rajasthan,Udaipur,Online,,10,136,R65019,Flipkart,C91393,Positive,4,Yes,Study order choose who heart according.,HDMI,Loss Mr last knowledge throughout positive give. positive experience with HDMI.,96
2025-05-18,LPT-1002,Galaxy Book 2,Laptop,Galaxy Book,515,11820280,North,Uttar Pradesh,Kanpur,Offline,Poorvika,10,65,R71124,,C89006,Positive,4,,,speed,International these democratic whose political day world blue. positive experience with speed.,4
2025-03-07,TAB-1001,Galaxy Tab 1,Smart Tablet,Galaxy Tab,747,43594920,Central,Madhya Pradesh,Indore,Online,,10,48,R19211,Samsung.com,C43555,Positive,4,Yes,Deal main deal career.,portability,National small question have that surface skill. positive experience with portability.,55
2025-01-13,FRZ-1002,Refrigerator Smart Fridge 2,Refrigerator,Smart Fridge,414,23363676,East,Assam,Guwahati,Offline,Poorvika,5,49,R66969,,C84413,Positive,5,,,energy,Himself live social. positive experience with energy.,62
2025-02-10,SSD-1005,SSD EVO Series 5,SSD,EVO Series,297,11241747,North,Punjab,Amritsar,Offline,Croma,15,153,R58834,,C12025,Positive,5,,,storage,As cell challenge fill type. positive experience with storage.,8
2024-11-20,KYB-1002,Keyboard Samsung Keys 2,Keyboard,Samsung Keys,240,12426720,Central,Chhattisgarh,Raipur,Online,,20,4,R51871,Flipkart,C80547,Positive,5,No,,layout,Why interview eat stuff important stay. positive experience with layout.,96
2024-09-07,MON-1003,Desktop Monitor ViewFinity 3,Desktop Monitor,ViewFinity,779,37081958,East,Odisha,Bhubaneswar,Online,,15,102,R88430,Flipkart,C30902,Neutral,3,Yes,Least source international exist hard.,panel,Sell nature already cold third wear. neutral experience with panel.,97
2025-04-22,TAB-1004,Galaxy Tab 4,Smart Tablet,Galaxy Tab,514,19935490,West,Rajasthan,Jaipur,Online,,20,77,R93414,Samsung.com,C71220,Neutral,3,Yes,Against usually fish garden present.,note-taking,Next score behavior project company pay later. neutral experience with note-taking.,43
2024-07-20,LED-T-1001,LED TV T Series 1,LED TV,T Series,717,8821251,North,Punjab,Ludhiana,Offline,Samsung Store,5,15,R54565,,C27456,Neutral,3,,,display,Challenge loss others they including. neutral experience with display.,12
2025-01-10,LPT-1003,Galaxy Book 3,Laptop,Galaxy Book,290,4001710,East,West Bengal,Kolkata,Offline,Samsung Store,20,14,R70949,,C32580,Neutral,3,,,battery,Tv professional four enough industry. neutral experience with battery.,5
2024-07-30,LPT-1004,Galaxy Book 4,Laptop,Galaxy Book,145,6833270,Central,Chhattisgarh,Raipur,Online,,5,172,R43394,Amazon,C35972,Negative,1,Yes,International admit two address.,performance,Stock space remain manage tonight teacher audience. negative experience with performance.,100
2025-04-26,MON-1001,Desktop Monitor ViewFinity 1,Desktop Monitor,ViewFinity,368,8388192,South,Telangana,Hyderabad,Online,,5,107,R25181,Amazon,C22484,Negative,1,Yes,Technology live experience large.,color,Pressure soon control newspaper. negative experience with color.,53
2025-06-05,LPT-1005,Galaxy Book 5,Laptop,Galaxy Book,690,10342410,North,Punjab,Ludhiana,Online,,15,133,R71778,Samsung.com,C33003,Positive,5,No,,performance,Loss school inside culture soldier worker. positive experience with performance.,15
2024-09-17,SSD-1004,SSD EVO Series 4,SSD,EVO Series,440,5928560,South,Tamil Nadu,Coimbatore,Offline,Samsung Store,20,119,R85055,,C52375,Positive,4,,,speed,Character poor time speech image on. positive experience with speed.,95
2024-10-30,SPK-1003,Speaker Sound Tower 3,Speaker,Sound Tower,235,2120405,North,Punjab,Amritsar,Online,,15,145,R33858,Samsung.com,C29697,Positive,4,No,,bass,Thing option mouth. positive experience with bass.,86
2024-11-10,MSE-1004,Mouse Samsung Mouse 4,Mouse,Samsung Mouse,616,18601352,East,Odisha,Bhubaneswar,Offline,Lot Mobiles,15,66,R43307,,C33932,Positive,5,,,click,Beautiful minute within either beyond action adult. positive experience with click.,68
2025-01-26,KYB-1005,Keyboard Samsung Keys 5,Keyboard,Samsung Keys,350,2678900,East,Assam,Guwahati,Offline,Croma,10,98,R17859,,C55579,Negative,2,,,layout,Explain early laugh she smile why. negative experience with layout.,53
2025-02-08,MSE-1005,Mouse Samsung Mouse 5,Mouse,Samsung Mouse,611,17199650,West,Gujarat,Surat,Offline,Vijay Sales,20,170,R29337,,C45335,Positive,5,,,click,Catch receive design situation area move. positive experience with click.,32
2025-03-22,LED-T-1005,LED TV T Series 5,LED TV,T Series,193,7444203,West,Rajasthan,Udaipur,Online,,0,107,R79183,Samsung.com,C66285,Positive,4,No,,4K,Skin pretty within trade life stuff. positive experience with 4K.,84
2024-10-28,EBR-1005,Galaxy Buds 5,Earbuds,Galaxy Buds,445,22068440,North,Punjab,Amritsar,Online,,5,62,R23240,Amazon,C21706,Positive,4,No,,fit,Page interview drive media. positive experience with fit.,59
2024-08-08,LPT-1003,Galaxy Book 3,Laptop,Galaxy Book,351,14247441,Central,Madhya Pradesh,Indore,Offline,Sangeetha,0,49,R49501,,C71829,Positive,4,,,performance,Blue close others military local general long. positive experience with performance.,45
2025-06-10,KYB-1005,Keyboard Samsung Keys 5,Keyboard,Samsung Keys,484,7154972,East,Assam,Guwahati,Online,,15,70,R30459,Amazon,C83232,Positive,5,Yes,Report question suffer next seat community.,layout,Become door indicate. positive experience with layout.,15
2024-12-29,KYB-1004,Keyboard Samsung Keys 4,Keyboard,Samsung Keys,642,4878558,East,West Bengal,Kolkata,Offline,UniverCell,15,39,R21340,,C92468,Positive,4,,,typing,Me especially camera itself goal number. positive experience with typing.,81
2024-11-06,SPK-1004,Speaker Sound Tower 4,Speaker,Sound Tower,126,4695642,East,Assam,Guwahati,Online,,5,141,R89386,Flipkart,C58211,Positive,5,Yes,Beautiful factor artist.,bluetooth,Hundred course image push. positive experience with bluetooth.,38
2024-08-30,FRZ-1003,Refrigerator Smart Fridge 3,Refrigerator,Smart Fridge,731,7740559,West,Maharashtra,Pune,Online,,10,147,R49454,Samsung.com,C34860,Positive,4,Yes,Front as success good sea commercial.,energy,Tax agree far American maybe once then. positive experience with energy.,18
2025-06-24,EBR-1003,Galaxy Buds 3,Earbuds,Galaxy Buds,210,10712310,North,Uttar Pradesh,Kanpur,Offline,Poorvika,5,130,R50043,,C10007,Positive,5,,,fit,Energy weight would yet wide grow yes. positive experience with fit.,44
2025-01-19,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,606,19867104,East,Assam,Guwahati,Online,,20,190,R75740,Amazon,C31007,Negative,1,Yes,Rise occur well image away.,loud,Cold pretty break them central street. negative experience with loud.,77
2024-08-09,EBR-1004,Galaxy Buds 4,Earbuds,Galaxy Buds,61,3659573,Central,Madhya Pradesh,Bhopal,Online,,15,90,R14363,Samsung.com,C39485,Positive,5,Yes,Shake spend across worry quickly.,sound,Box mention board set natural often blood. positive experience with sound.,77
2025-06-05,MON-1003,Desktop Monitor ViewFinity 3,Desktop Monitor,ViewFinity,520,31040360,Central,Chhattisgarh,Raipur,Offline,Sangeetha,0,27,R12961,,C61418,Negative,2,,,HDMI,Chair born city. negative experience with HDMI.,70
2024-08-22,PHN-1004,Galaxy M 4,Smartphone,Galaxy M,624,31752240,South,Telangana,Hyderabad,Online,,0,156,R66404,Amazon,C25955,Positive,5,Yes,Company cost answer event.,charging,Training arrive speech everyone analysis. positive experience with charging.,57
2024-09-21,MON-1003,Desktop Monitor ViewFinity 3,Desktop Monitor,ViewFinity,486,26352378,East,Bihar,Patna,Online,,5,90,R12803,Amazon,C87094,Positive,5,Yes,Exactly modern fire.,HDMI,Help expert leave grow. positive experience with HDMI.,66
2025-02-20,TAB-1002,Galaxy Tab 2,Smart Tablet,Galaxy Tab,610,15888670,West,Rajasthan,Jaipur,Offline,Reliance Digital,5,24,R34652,,C57384,Negative,2,,,battery,From quite animal enter seem cultural lot. negative experience with battery.,74
2024-09-02,SSD-1001,SSD EVO Series 1,SSD,EVO Series,715,38275380,East,West Bengal,Kolkata,Online,,15,69,R61017,Amazon,C41638,Positive,5,Yes,Community perform point alone.,fast,Modern avoid full it risk. positive experience with fast.,63
2025-03-19,LED-T-1003,LED TV T Series 3,LED TV,T Series,330,9069720,North,Delhi,New Delhi,Online,,15,83,R19009,Amazon,C58326,Positive,5,Yes,Wall authority specific next suggest.,sound,Discussion to ten notice produce though network. positive experience with sound.,51
2024-08-18,LPT-1002,Galaxy Book 2,Laptop,Galaxy Book,699,9528768,Central,Chhattisgarh,Raipur,Online,,15,151,R70590,Amazon,C24673,Positive,5,No,,battery,Threat technology raise movement if improve provide shake. positive experience with battery.,23
2024-09-05,SPK-1001,Speaker Sound Tower 1,Speaker,Sound Tower,422,5731182,East,Assam,Guwahati,Online,,5,39,R71980,Samsung.com,C29623,Positive,5,Yes,Door somebody service attention if.,sound,Anything woman foot stand big room perhaps. positive experience with sound.,77
2025-01-05,MSE-1005,Mouse Samsung Mouse 5,Mouse,Samsung Mouse,773,1978880,Central,Chhattisgarh,Raipur,Offline,UniverCell,0,63,R46338,,C30663,Neutral,3,,,wireless,Attack off present. neutral experience with wireless.,52
2025-05-23,FRZ-1005,Refrigerator Smart Fridge 5,Refrigerator,Smart Fridge,592,7601280,South,Karnataka,Mysuru,Offline,Croma,10,157,R49384,,C51214,Positive,4,,,space,Win culture land successful what. positive experience with space.,73
2025-02-04,SSD-1004,SSD EVO Series 4,SSD,EVO Series,629,23666125,South,Andhra Pradesh,Visakhapatnam,Offline,UniverCell,10,136,R99064,,C11897,Positive,5,,,reliable,Theory among husband type. positive experience with reliable.,22
2024-10-11,SPK-1003,Speaker Sound Tower 3,Speaker,Sound Tower,376,9404888,West,Maharashtra,Mumbai,Offline,Croma,10,164,R57704,,C71420,Negative,2,,,loud,Build yeah tonight tend. negative experience with loud.,84
2025-06-21,LPT-1002,Galaxy Book 2,Laptop,Galaxy Book,545,25276555,East,Odisha,Bhubaneswar,Online,,10,45,R74973,Flipkart,C34070,Neutral,3,No,,screen,Ten professor rock ask forward speech. neutral experience with screen.,43
2024-12-14,FRZ-1004,Refrigerator Smart Fridge 4,Refrigerator,Smart Fridge,739,31003267,Central,Madhya Pradesh,Indore,Online,,15,111,R34446,Samsung.com,C37178,Positive,4,Yes,Mention plant film.,design,Necessary produce information study. positive experience with design.,55
2024-10-18,LPT-1005,Galaxy Book 5,Laptop,Galaxy Book,136,2215032,North,Uttar Pradesh,Kanpur,Offline,Samsung Store,15,175,R98839,,C62607,Negative,1,,,performance,Sense song themselves. negative experience with performance.,46
2024-10-27,EBR-1004,Galaxy Buds 4,Earbuds,Galaxy Buds,468,20106216,Central,Madhya Pradesh,Bhopal,Online,,5,140,R96534,Samsung.com,C20489,Positive,5,Yes,Out account practice exist.,noise cancel,Scene allow significant well final style establish church. positive experience with noise cancel.,1
2025-06-30,KYB-1001,Keyboard Samsung Keys 1,Keyboard,Samsung Keys,622,23557628,South,Andhra Pradesh,Vijayawada,Online,,0,125,R47482,Samsung.com,C23574,Neutral,3,Yes,Phone personal high maybe.,layout,Peace population pretty together hair. neutral experience with layout.,87
2025-02-04,SSD-1003,SSD EVO Series 3,SSD,EVO Series,768,8036352,North,Delhi,New Delhi,Offline,Big C,0,42,R59144,,C43408,Positive,4,,,reliable,Out apply or either century parent interest. positive experience with reliable.,58
2024-10-10,KYB-1001,Keyboard Samsung Keys 1,Keyboard,Samsung Keys,234,10639044,South,Kerala,Thiruvananthapuram,Offline,Big C,15,196,R52894,,C70045,Positive,5,,,response,Next share television phone send. positive experience with response.,15
2025-04-23,LED-T-1001,LED TV T Series 1,LED TV,T Series,422,10715424,East,Odisha,Bhubaneswar,Offline,Big C,5,186,R37788,,C90290,Positive,4,,,remote,Message particularly identify near everyone suffer. positive experience with remote.,26
2025-01-20,PHN-1001,Galaxy M 1,Smartphone,Galaxy M,345,2824860,East,Odisha,Bhubaneswar,Offline,Big C,5,23,R65809,,C66104,Positive,5,,,performance,Become by theory across similar out successful. positive experience with performance.,93
2025-03-10,SPK-1004,Speaker Sound Tower 4,Speaker,Sound Tower,245,8141840,East,Odisha,Bhubaneswar,Offline,Samsung Store,5,166,R53109,,C24352,Positive,4,,,sound,Keep car owner use authority body among town. positive experience with sound.,85
2024-11-26,SPK-1002,Speaker Sound Tower 2,Speaker,Sound Tower,304,3567744,South,Tamil Nadu,Chennai,Offline,Samsung Store,15,104,R48478,,C14149,Positive,5,,,connectivity,Recently recently every short wrong break example consider. positive experience with connectivity.,61
2024-12-21,KYB-1001,Keyboard Samsung Keys 1,Keyboard,Samsung Keys,269,2864581,Central,Madhya Pradesh,Indore,Online,,15,89,R48569,Samsung.com,C32450,Positive,5,No,,USB,Community trade our build cup heavy wide white. positive experience with USB.,25
2025-05-09,EBR-1004,Galaxy Buds 4,Earbuds,Galaxy Buds,165,444510,South,Karnataka,Bengaluru,Offline,Samsung Store,0,194,R67154,,C26517,Positive,5,,,sound,Trip up employee statement media. positive experience with sound.,23
2025-03-17,KYB-1004,Keyboard Samsung Keys 4,Keyboard,Samsung Keys,590,24236020,East,West Bengal,Kolkata,Offline,Croma,10,90,R77241,,C71920,Positive,4,,,USB,Film stand you. positive experience with USB.,30
2025-04-22,PHN-1005,Galaxy M 5,Smartphone,Galaxy M,703,21243254,Central,Madhya Pradesh,Indore,Offline,Sangeetha,5,193,R56031,,C72222,Positive,4,,,battery,Own cultural sort six Democrat particularly. positive experience with battery.,100
2024-09-04,LED-T-1003,LED TV T Series 3,LED TV,T Series,99,4596471,South,Kerala,Thiruvananthapuram,Online,,10,1,R34951,Flipkart,C45199,Positive,5,Yes,In activity them forward trouble top.,HDR,Down city law white the answer member develop. positive experience with HDR.,50
2025-04-26,FRZ-1002,Refrigerator Smart Fridge 2,Refrigerator,Smart Fridge,410,9045830,North,Uttar Pradesh,Kanpur,Online,,15,14,R47334,Flipkart,C98651,Positive,5,No,,cooling,Individual gun day may trouble season collection might. positive experience with cooling.,17
2025-02-13,MON-1005,Desktop Monitor ViewFinity 5,Desktop Monitor,ViewFinity,139,8196830,North,Uttar Pradesh,Kanpur,Online,,10,190,R11021,Amazon,C81773,Positive,4,No,,color,Fall though president rule yet then area officer. positive experience with color.,38
2025-05-27,SPK-1002,Speaker Sound Tower 2,Speaker,Sound Tower,656,21376416,Central,Chhattisgarh,Raipur,Offline,UniverCell,5,91,R50109,,C97484,Neutral,3,,,loud,Hot include seem certainly. neutral experience with loud.,33
2025-06-27,SPK-1001,Speaker Sound Tower 1,Speaker,Sound Tower,446,11906416,East,Bihar,Patna,Offline,UniverCell,15,109,R88775,,C85525,Positive,4,,,bass,Energy least question evidence visit floor seat. positive experience with bass.,25
2025-06-24,LED-T-1003,LED TV T Series 3,LED TV,T Series,634,23679900,West,Maharashtra,Nagpur,Online,,5,178,R64282,Flipkart,C88514,Neutral,3,Yes,Project child reflect against.,display,Image occur attorney future many. neutral experience with display.,91
2025-07-05,PHN-1004,Galaxy M 4,Smartphone,Galaxy M,698,27268766,East,Odisha,Bhubaneswar,Online,,20,76,R52474,Samsung.com,C89002,Positive,4,Yes,Myself real enough we crime institution.,battery,Stay cost scientist color themselves. positive experience with battery.,24
2024-10-15,PHN-1005,Galaxy M 5,Smartphone,Galaxy M,108,4459860,East,Bihar,Patna,Online,,15,27,R72974,Amazon,C85682,Positive,5,No,,display,Little manage TV. positive experience with display.,68
2024-09-18,EBR-1001,Galaxy Buds 1,Earbuds,Galaxy Buds,619,22230766,West,Rajasthan,Udaipur,Online,,10,33,R26700,Flipkart,C27150,Positive,4,No,,battery,Class win knowledge where message. positive experience with battery.,97
2024-10-25,LED-T-1003,LED TV T Series 3,LED TV,T Series,547,27823155,East,Odisha,Bhubaneswar,Offline,Croma,20,52,R33908,,C89029,Positive,4,,,HDR,Food follow hear. positive experience with HDR.,93
2024-07-31,SSD-1005,SSD EVO Series 5,SSD,EVO Series,91,4691050,West,Rajasthan,Udaipur,Online,,20,130,R93871,Flipkart,C32421,Neutral,3,Yes,Happen morning on all.,fast,Everybody three yourself skill international. neutral experience with fast.,67
2024-07-29,TAB-1004,Galaxy Tab 4,Smart Tablet,Galaxy Tab,500,6223500,Central,Chhattisgarh,Raipur,Online,,5,191,R98283,Amazon,C87517,Positive,4,Yes,Believe discover institution forget.,apps,Decide should catch their thousand. positive experience with apps.,74
2025-02-26,SSD-1002,SSD EVO Series 2,SSD,EVO Series,102,2812752,South,Kerala,Kochi,Online,,5,58,R59728,Amazon,C62384,Negative,2,Yes,Cup discuss nature report several near.,speed,Agency TV manager after its someone. negative experience with speed.,76
2024-08-02,KYB-1002,Keyboard Samsung Keys 2,Keyboard,Samsung Keys,187,4619461,South,Andhra Pradesh,Vijayawada,Offline,Sangeetha,15,148,R15334,,C72857,Positive,5,,,keys,Throw reveal attorney mean international. positive experience with keys.,89
2025-04-16,KYB-1004,Keyboard Samsung Keys 4,Keyboard,Samsung Keys,614,23333842,West,Gujarat,Surat,Online,,15,90,R68863,Amazon,C68214,Positive,4,No,,response,For kind reveal effect gas consider figure. positive experience with response.,36
2024-09-28,SPK-1004,Speaker Sound Tower 4,Speaker,Sound Tower,248,6451968,Central,Chhattisgarh,Raipur,Offline,Croma,20,186,R48346,,C56993,Positive,5,,,sound,Deal hospital cause possible road kitchen. positive experience with sound.,60
2025-06-10,EBR-1001,Galaxy Buds 1,Earbuds,Galaxy Buds,768,40258560,East,Odisha,Bhubaneswar,Offline,Croma,0,60,R41906,,C19713,Negative,1,,,battery,Bill follow marriage have state include myself employee. negative experience with battery.,56
2024-07-29,SPK-1004,Speaker Sound Tower 4,Speaker,Sound Tower,50,161650,West,Rajasthan,Udaipur,Offline,Reliance Digital,20,159,R45968,,C27411,Positive,5,,,loud,Night themselves about deal. positive experience with loud.,53
2025-01-01,LPT-1003,Galaxy Book 3,Laptop,Galaxy Book,739,24099529,South,Andhra Pradesh,Visakhapatnam,Online,,20,11,R55893,Flipkart,C53630,Neutral,3,Yes,Let always street add home push.,speed,Become area teach cover. neutral experience with speed.,13
2024-11-05,MSE-1002,Mouse Samsung Mouse 2,Mouse,Samsung Mouse,106,3042942,East,Assam,Guwahati,Offline,Croma,20,158,R83646,,C54935,Positive,5,,,wireless,Finally dog stuff catch only action. positive experience with wireless.,19
2025-03-12,SSD-1005,SSD EVO Series 5,SSD,EVO Series,142,4957930,Central,Madhya Pradesh,Bhopal,Online,,15,38,R64318,Samsung.com,C47524,Positive,4,No,,fast,Watch believe what either through today. positive experience with fast.,88
2025-07-03,SPK-1004,Speaker Sound Tower 4,Speaker,Sound Tower,350,11313750,Central,Chhattisgarh,Raipur,Online,,0,139,R99613,Samsung.com,C88173,Positive,4,Yes,Much manager Mrs end war loss.,sound,Truth ever worry record notice painting rule. positive experience with sound.,5
2025-04-17,SSD-1005,SSD EVO Series 5,SSD,EVO Series,385,11743655,West,Maharashtra,Nagpur,Offline,Croma,10,81,R20065,,C66293,Positive,5,,,storage,Really threat resource visit policy get dinner. positive experience with storage.,82
2024-11-25,SSD-1004,SSD EVO Series 4,SSD,EVO Series,418,7718788,East,West Bengal,Kolkata,Offline,Croma,10,9,R65979,,C67712,Negative,2,,,upgrade,Value stage site structure. negative experience with upgrade.,37
2024-10-18,SPK-1002,Speaker Sound Tower 2,Speaker,Sound Tower,249,14057295,North,Delhi,New Delhi,Online,,20,67,R42065,Amazon,C25340,Positive,4,Yes,Its opportunity imagine make theory painting.,sound,Table job institution edge newspaper himself tonight. positive experience with sound.,67
2024-12-01,FRZ-1005,Refrigerator Smart Fridge 5,Refrigerator,Smart Fridge,800,46776000,South,Kerala,Thiruvananthapuram,Online,,0,130,R97301,Samsung.com,C91993,Positive,5,Yes,Away reduce number mouth past land.,space,Age eat red eat eight east know. positive experience with space.,50
2025-05-19,TAB-1003,Galaxy Tab 3,Smart Tablet,Galaxy Tab,328,13359112,West,Maharashtra,Pune,Offline,Poorvika,15,103,R60247,,C36768,Positive,4,,,apps,Air man hold. positive experience with apps.,5
2024-12-11,FRZ-1005,Refrigerator Smart Fridge 5,Refrigerator,Smart Fridge,441,4789701,Central,Chhattisgarh,Raipur,Online,,0,200,R51399,Flipkart,C39350,Negative,1,No,,design,Night truth miss himself camera fund address plan. negative experience with design.,2
2024-08-23,EBR-1005,Galaxy Buds 5,Earbuds,Galaxy Buds,466,19802204,South,Kerala,Thiruvananthapuram,Online,,20,79,R39682,Samsung.com,C15997,Positive,5,No,,bluetooth,Toward alone eye. positive experience with bluetooth.,27
2025-03-13,EBR-1004,Galaxy Buds 4,Earbuds,Galaxy Buds,416,10218624,North,Punjab,Ludhiana,Online,,0,92,R93426,Flipkart,C35099,Positive,5,Yes,Issue least single difficult.,sound,Direction price three doctor explain ago. positive experience with sound.,68
2025-01-01,MON-1004,Desktop Monitor ViewFinity 4,Desktop Monitor,ViewFinity,131,6218963,East,West Bengal,Kolkata,Offline,Samsung Store,10,176,R36236,,C21692,Positive,5,,,panel,Network fly admit read follow. positive experience with panel.,36
2024-10-11,LED-T-1002,LED TV T Series 2,LED TV,T Series,541,11686141,North,Delhi,New Delhi,Online,,5,89,R82331,Flipkart,C53785,Negative,2,Yes,Skin interview blood gas.,sound,Others ball prepare father manager second. negative experience with sound.,21
2025-05-16,TAB-1003,Galaxy Tab 3,Smart Tablet,Galaxy Tab,256,6252288,West,Gujarat,Ahmedabad,Offline,Reliance Digital,20,103,R76404,,C19740,Positive,5,,,portability,Down field study into environmental. positive experience with portability.,24
2025-06-19,TAB-1001,Galaxy Tab 1,Smart Tablet,Galaxy Tab,340,1722100,Central,Chhattisgarh,Raipur,Offline,Poorvika,15,16,R81830,,C15737,Positive,4,,,apps,Manage person while some wind give very. positive experience with apps.,75
2025-04-27,MSE-1005,Mouse Samsung Mouse 5,Mouse,Samsung Mouse,464,23332240,Central,Madhya Pradesh,Bhopal,Offline,Sangeetha,15,43,R65901,,C46097,Positive,5,,,USB,Near leg according still clearly while. positive experience with USB.,95
2024-10-15,FRZ-1001,Refrigerator Smart Fridge 1,Refrigerator,Smart Fridge,320,11512640,Central,Chhattisgarh,Raipur,Online,,10,123,R66691,Samsung.com,C93939,Positive,4,No,,design,Down however resource fund buy. positive experience with design.,8
2024-09-10,LED-T-1004,LED TV T Series 4,LED TV,T Series,778,21068240,North,Delhi,New Delhi,Online,,10,152,R21266,Samsung.com,C58505,Positive,4,No,,remote,Effect long debate ok day. positive experience with remote.,49
2025-06-30,SPK-1004,Speaker Sound Tower 4,Speaker,Sound Tower,357,16417716,East,Bihar,Patna,Online,,20,108,R51498,Samsung.com,C36780,Positive,5,Yes,Range dog magazine between.,loud,Occur need future act speech really. positive experience with loud.,100
2024-07-22,MSE-1002,Mouse Samsung Mouse 2,Mouse,Samsung Mouse,250,2490750,North,Punjab,Ludhiana,Online,,20,122,R95891,Flipkart,C22311,Positive,5,Yes,Sport thank difference create spring responsibility.,scroll,Move senior make away get subject pay. positive experience with scroll.,94
2025-03-29,FRZ-1004,Refrigerator Smart Fridge 4,Refrigerator,Smart Fridge,415,14102530,North,Punjab,Ludhiana,Offline,Poorvika,10,176,R63881,,C80563,Negative,2,,,noise,Join reveal right agent. negative experience with noise.,56
2024-12-04,LED-T-1003,LED TV T Series 3,LED TV,T Series,140,4138820,South,Karnataka,Mysuru,Offline,Big C,15,149,R44972,,C72570,Negative,2,,,display,Pass current wife front. negative experience with display.,69
